id,titulo_original,puesto,empresa,portal,fecha_publicacion,salario_min,salario_max,experiencia_anios,categoria_rol,descripcion,habilidades,cluster,pca_x,pca_y,nombre_cluster
133,Cloud Infrastructure Specialist,Cloud Infrastructure Specialist,Banistmo,Konzerta,2026-03-05,2400.0,2800.0,1,DevOps & Cloud,Gran oportunidad laboral en Ciudad de Panamá. Importante empresa del sector (Banistmo) busca incorporar un Cloud Infrastructure Specialist con al menos 1 años de experiencia comprobada.,"Python,Terraform,Linux,AWS",3,-0.14913119881115625,0.31103421954081806,Data & Analytics / BI
134,Fullstack Engineer,Fullstack Engineer,GBM Panamá,Computrabajo,2025-12-26,2500.0,3000.0,2,Fullstack,"En GBM Panamá estamos expandiendo nuestro equipo técnico. Requerimos Fullstack Engineer con sólidos conocimientos en JavaScript, Git, React, Python para liderar la transformación digital de la empresa.","Python,JavaScript,Git,React",0,-0.4283718558654985,-0.2757836311411791,Frontend / UI Web
135,DevOps Engineer,DevOps Engineer,Banco General,Computrabajo,2026-03-25,2500.0,3100.0,1,DevOps & Cloud,Buscamos un DevOps Engineer dinámico para integrarse a nuestro equipo de tecnología. Trabajarás en el desarrollo y mantenimiento de sistemas críticos para Banco General en Panamá.,"Docker,Linux",3,-0.0827462903253573,0.29776865607701747,Data & Analytics / BI
136,Data Scientist,Data Scientist,Tigo Panamá,LinkedIn,2026-04-15,1900.0,2800.0,1,Data & Analytics,"En Tigo Panamá estamos expandiendo nuestro equipo técnico. Requerimos Data Scientist con sólidos conocimientos en Tableau, Python, R, PostgreSQL para liderar la transformación digital de la empresa.","PostgreSQL,Python,R,Tableau",3,-0.03918644586059959,0.1568013121594398,Data & Analytics / BI
137,Java Engineer,Java Engineer,Encuentra24 PA,LinkedIn,2026-03-28,1900.0,2400.0,2,Backend,"En Encuentra24 PA estamos expandiendo nuestro equipo técnico. Requerimos Java Engineer con sólidos conocimientos en .NET, C#, Docker, Spring Boot para liderar la transformación digital de la empresa.","Docker,Spring Boot,.NET,C#",3,-0.11130322532374073,0.1114581750761334,Data & Analytics / BI
138,React Developer,React Developer,Sonda Panamá,Computrabajo,2026-05-09,1300.0,1900.0,2,Frontend,"En Sonda Panamá estamos expandiendo nuestro equipo técnico. Requerimos React Developer con sólidos conocimientos en Vue, Angular, React para liderar la transformación digital de la empresa.","React,Angular,Vue",0,-0.1589065065420951,-0.2328705990305291,Frontend / UI Web
139,Administrador Cloud,Administrador Cloud,Autoridad del Canal de Panamá (ACP),LinkedIn,2025-12-25,2400.0,4200.0,1,DevOps & Cloud,Gran oportunidad laboral en Ciudad de Panamá. Importante empresa del sector (Autoridad del Canal de Panamá (ACP)) busca incorporar un Administrador Cloud con al menos 1 años de experiencia comprobada.,"Linux,Kubernetes",3,-0.015119341899689696,0.3004133259347662,Data & Analytics / BI
140,Analista de Datos,Analista de Datos,KPMG Panamá,Konzerta,2026-02-11,1900.0,3700.0,3,Data & Analytics,Gran oportunidad laboral en Ciudad de Panamá. Importante empresa del sector (KPMG Panamá) busca incorporar un Analista de Datos con al menos 3 años de experiencia comprobada.,"Excel,PostgreSQL,R,Spark,Tableau",3,0.14664684325296634,0.1307678262212031,Data & Analytics / BI
141,Cloud Infrastructure Specialist,Cloud Infrastructure Specialist,Multibank,Konzerta,2026-03-14,1900.0,2700.0,1,DevOps & Cloud,"En Multibank estamos expandiendo nuestro equipo técnico. Requerimos Cloud Infrastructure Specialist con sólidos conocimientos en Kubernetes, Python, Linux, AWS para liderar la transformación digital de la empresa.","Python,Linux,Kubernetes,AWS",3,-0.14783589050888177,0.32841919018956933,Data & Analytics / BI
142,.NET Consultant,.NET Consultant,PwC Panamá,LinkedIn,2026-03-20,1500.0,2500.0,3,Backend,Buscamos un .NET Consultant dinámico para integrarse a nuestro equipo de tecnología. Trabajarás en el desarrollo y mantenimiento de sistemas críticos para PwC Panamá en Panamá.,"Docker,C#,Java",3,-0.09794054658238409,0.09115347507919976,Data & Analytics / BI
143,Python Developer,Python Developer,APEDE,LinkedIn,2026-02-03,2200.0,3300.0,2,Backend,Gran oportunidad laboral en Ciudad de Panamá. Importante empresa del sector (APEDE) busca incorporar un Python Developer con al menos 2 años de experiencia comprobada.,"Python,Docker,Node.js,C#,Java",3,-0.18515111833254308,0.12379985854732348,Data & Analytics / BI
144,React Developer,React Developer,PwC Panamá,LinkedIn,2026-05-15,1600.0,2600.0,2,Frontend,Gran oportunidad laboral en Ciudad de Panamá. Importante empresa del sector (PwC Panamá) busca incorporar un React Developer con al menos 2 años de experiencia comprobada.,"JavaScript,Git,React,Angular,CSS,HTML",0,-0.2866028236698315,-0.3539006886227451,Frontend / UI Web
145,Analista de Datos,Analista de Datos,GBM Panamá,LinkedIn,2026-01-20,1600.0,1900.0,1,Data & Analytics,Buscamos un Analista de Datos dinámico para integrarse a nuestro equipo de tecnología. Trabajarás en el desarrollo y mantenimiento de sistemas críticos para GBM Panamá en Panamá.,"Excel,R,Power BI",3,0.16819432245272706,0.09042479392712313,Data & Analytics / BI
146,Java Engineer,Java Engineer,APEDE,LinkedIn,2025-12-15,1700.0,2200.0,2,Backend,Gran oportunidad laboral en Ciudad de Panamá. Importante empresa del sector (APEDE) busca incorporar un Java Engineer con al menos 2 años de experiencia comprobada.,"PostgreSQL,Python,C#",3,-0.08839766515540677,0.14792153324551138,Data & Analytics / BI
147,Frontend Developer,Frontend Developer,Encuentra24 PA,LinkedIn,2026-02-24,1700.0,2400.0,1,Frontend,"En Encuentra24 PA estamos expandiendo nuestro equipo técnico. Requerimos Frontend Developer con sólidos conocimientos en Angular, Vue, HTML, TypeScript para liderar la transformación digital de la empresa.","Angular,Vue,TypeScript,HTML",0,-0.09584127670854084,-0.19178826879961586,Frontend / UI Web
148,Soporte Técnico IT,Soporte Técnico IT,Copa Airlines,Konzerta,2026-01-19,1200.0,1500.0,1,Soporte & IT,Buscamos un Soporte Técnico IT dinámico para integrarse a nuestro equipo de tecnología. Trabajarás en el desarrollo y mantenimiento de sistemas críticos para Copa Airlines en Panamá.,"Excel,Cisco,Virtualización,Redes",2,0.3006439305837621,0.43671302702444303,Backend / Java / Core Systems
149,Mobile Developer,Mobile Developer,Sonda Panamá,Konzerta,2026-02-20,1800.0,2100.0,1,Mobile,Buscamos un Mobile Developer dinámico para integrarse a nuestro equipo de tecnología. Trabajarás en el desarrollo y mantenimiento de sistemas críticos para Sonda Panamá en Panamá.,"JavaScript,Flutter",0,-0.15249658640179203,-0.2067227769097824,Frontend / UI Web
150,Soporte Técnico IT,Soporte Técnico IT,Telered,Computrabajo,2026-05-19,1000.0,1700.0,3,Soporte & IT,"En Telered estamos expandiendo nuestro equipo técnico. Requerimos Soporte Técnico IT con sólidos conocimientos en Windows Server, Linux, Virtualización, Redes para liderar la transformación digital de la empresa.","Virtualización,Windows Server,Linux,Redes",2,0.197349969913976,0.6341530313604233,Backend / Java / Core Systems
151,Desarrollador Web Fullstack,Desarrollador Web Fullstack,Copa Airlines,Konzerta,2026-03-04,2100.0,2400.0,1,Fullstack,"En Copa Airlines estamos expandiendo nuestro equipo técnico. Requerimos Desarrollador Web Fullstack con sólidos conocimientos en JavaScript, React, AWS, Docker, Git para liderar la transformación digital de la empresa.","Docker,JavaScript,Git,React,AWS",0,-0.4346338388814941,-0.21170181085948425,Frontend / UI Web
152,Administrador de Sistemas,Administrador de Sistemas,Felipe Motta,Computrabajo,2026-02-28,1200.0,1500.0,3,Soporte & IT,Gran oportunidad laboral en Ciudad de Panamá. Importante empresa del sector (Felipe Motta) busca incorporar un Administrador de Sistemas con al menos 3 años de experiencia comprobada.,"Excel,Virtualización",2,0.3296153788704387,0.2707891026050612,Backend / Java / Core Systems
153,Android Developer,Android Developer,Multibank,LinkedIn,2026-03-26,1800.0,2400.0,3,Mobile,"En Multibank estamos expandiendo nuestro equipo técnico. Requerimos Android Developer con sólidos conocimientos en JavaScript, Flutter, Swift para liderar la transformación digital de la empresa.","JavaScript,Flutter,Swift",0,-0.12744296698840737,-0.17962231423327502,Frontend / UI Web
154,Android Developer,Android Developer,Copa Airlines,Computrabajo,2025-12-20,1900.0,2300.0,2,Mobile,Buscamos un Android Developer dinámico para integrarse a nuestro equipo de tecnología. Trabajarás en el desarrollo y mantenimiento de sistemas críticos para Copa Airlines en Panamá.,"Git,Flutter,React Native",0,-0.24552935057883687,-0.27322537358679627,Frontend / UI Web
155,Product Owner,Product Owner,GBM Panamá,LinkedIn,2026-06-11,2200.0,3200.0,2,Gestión & Agile,Gran oportunidad laboral en Ciudad de Panamá. Importante empresa del sector (GBM Panamá) busca incorporar un Product Owner con al menos 2 años de experiencia comprobada.,"Excel,Jira,Scrum,Agile",1,0.8036662922095256,-0.3704113148892216,Data & Analytics / BI
156,.NET Consultant,.NET Consultant,Copa Airlines,Computrabajo,2026-03-11,2000.0,3500.0,2,Backend,Buscamos un .NET Consultant dinámico para integrarse a nuestro equipo de tecnología. Trabajarás en el desarrollo y mantenimiento de sistemas críticos para Copa Airlines en Panamá.,"Spring Boot,Git,Java",3,-0.12482068596409122,0.02661461715621948,Data & Analytics / BI
157,Backend Developer,Backend Developer,EY Panamá,Computrabajo,2026-01-18,2000.0,3000.0,1,Backend,"En EY Panamá estamos expandiendo nuestro equipo técnico. Requerimos Backend Developer con sólidos conocimientos en Spring Boot, Node.js, SQL, Git, PostgreSQL para liderar la transformación digital de la empresa.","PostgreSQL,Spring Boot,SQL,Node.js,Git",3,-0.19312546048456988,0.04710510903914149,Data & Analytics / BI
158,Backend Developer,Backend Developer,Dell Technologies Panamá,Computrabajo,2026-04-04,1600.0,2400.0,2,Backend,Buscamos un Backend Developer dinámico para integrarse a nuestro equipo de tecnología. Trabajarás en el desarrollo y mantenimiento de sistemas críticos para Dell Technologies Panamá en Panamá.,"Spring Boot,SQL,Node.js,Git,C#",3,-0.19431551279563228,0.03498504980858477,Data & Analytics / BI
159,IT Project Manager,IT Project Manager,EY Panamá,LinkedIn,2026-05-14,2400.0,2800.0,1,Gestión & Agile,Gran oportunidad laboral en Ciudad de Panamá. Importante empresa del sector (EY Panamá) busca incorporar un IT Project Manager con al menos 1 años de experiencia comprobada.,"Jira,Scrum",1,0.5560478528888854,-0.3514042241036291,Data & Analytics / BI
160,Data Scientist,Data Scientist,Tigo Panamá,LinkedIn,2026-04-27,1900.0,2200.0,2,Data & Analytics,Buscamos un Data Scientist dinámico para integrarse a nuestro equipo de tecnología. Trabajarás en el desarrollo y mantenimiento de sistemas críticos para Tigo Panamá en Panamá.,"Excel,PostgreSQL,Python,SQL,Tableau",3,0.03931103202547743,0.1540833048782984,Data & Analytics / BI
161,IT Project Manager,IT Project Manager,Panafoto,LinkedIn,2025-12-19,2600.0,3000.0,5,Gestión & Agile,Gran oportunidad laboral en Ciudad de Panamá. Importante empresa del sector (Panafoto) busca incorporar un IT Project Manager con al menos 5 años de experiencia comprobada.,"Excel,Jira,Scrum,Agile",1,0.8036662922095256,-0.3704113148892216,Data & Analytics / BI
162,.NET Consultant,.NET Consultant,EY Panamá,Computrabajo,2026-04-23,1700.0,2300.0,1,Backend,"En EY Panamá estamos expandiendo nuestro equipo técnico. Requerimos .NET Consultant con sólidos conocimientos en PostgreSQL, Python, Docker, Spring Boot para liderar la transformación digital de la empresa.","PostgreSQL,Python,Docker,Spring Boot",3,-0.15216303033687217,0.16494390481852408,Data & Analytics / BI
163,.NET Consultant,.NET Consultant,Sonda Panamá,Computrabajo,2026-04-16,1600.0,2200.0,3,Backend,Gran oportunidad laboral en Ciudad de Panamá. Importante empresa del sector (Sonda Panamá) busca incorporar un .NET Consultant con al menos 3 años de experiencia comprobada.,".NET,Java",3,-0.03460427500884364,0.06254449443073237,Data & Analytics / BI
164,BI Engineer,BI Engineer,Tigo Panamá,Konzerta,2026-03-02,1700.0,2000.0,1,Data & Analytics,"En Tigo Panamá estamos expandiendo nuestro equipo técnico. Requerimos BI Engineer con sólidos conocimientos en Python, Spark para liderar la transformación digital de la empresa.","Python,Spark",3,-0.05268001542452621,0.12825029798789248,Data & Analytics / BI
165,Ingeniero de Soporte,Ingeniero de Soporte,Caja de Seguro Social,Konzerta,2026-04-03,900.0,1600.0,1,Soporte & IT,Buscamos un Ingeniero de Soporte dinámico para integrarse a nuestro equipo de tecnología. Trabajarás en el desarrollo y mantenimiento de sistemas críticos para Caja de Seguro Social en Panamá.,"Cisco,Windows Server,Linux,Redes",2,0.1871778227322864,0.6256952702178796,Backend / Java / Core Systems
166,Product Owner,Product Owner,Sonda Panamá,LinkedIn,2025-12-18,2300.0,3000.0,3,Gestión & Agile,Buscamos un Product Owner dinámico para integrarse a nuestro equipo de tecnología. Trabajarás en el desarrollo y mantenimiento de sistemas críticos para Sonda Panamá en Panamá.,"Excel,Jira,Agile",1,0.7118859943808408,-0.2742371622955259,Data & Analytics / BI
167,Cloud Infrastructure Specialist,Cloud Infrastructure Specialist,Supermercados Riba Smith,Konzerta,2026-06-06,2800.0,3800.0,7,DevOps & Cloud,Buscamos un Cloud Infrastructure Specialist dinámico para integrarse a nuestro equipo de tecnología. Trabajarás en el desarrollo y mantenimiento de sistemas críticos para Supermercados Riba Smith en Panamá.,"Python,Git,Kubernetes",3,-0.21601178349540562,0.09890655316139427,Data & Analytics / BI
168,React Developer,React Developer,Caja de Seguro Social,LinkedIn,2026-06-08,1700.0,2100.0,2,Frontend,"En Caja de Seguro Social estamos expandiendo nuestro equipo técnico. Requerimos React Developer con sólidos conocimientos en React, Git, Vue, JavaScript para liderar la transformación digital de la empresa.","JavaScript,Git,React,Vue",0,-0.3480565459771119,-0.38821375982072653,Frontend / UI Web
169,Desarrollador Web Fullstack,Desarrollador Web Fullstack,Tigo Panamá,LinkedIn,2026-02-07,1800.0,3500.0,1,Fullstack,"En Tigo Panamá estamos expandiendo nuestro equipo técnico. Requerimos Desarrollador Web Fullstack con sólidos conocimientos en Python, React, Docker, Node.js, Git para liderar la transformación digital de la empresa.","Python,Docker,Node.js,Git,React",3,-0.39153945815546193,-0.06823379328016209,Data & Analytics / BI
170,Python Developer,Python Developer,Telered,Konzerta,2026-02-20,2000.0,2900.0,3,Backend,Buscamos un Python Developer dinámico para integrarse a nuestro equipo de tecnología. Trabajarás en el desarrollo y mantenimiento de sistemas críticos para Telered en Panamá.,"Python,SQL,.NET,Git,Java",3,-0.20590938043643808,0.059609314051052346,Data & Analytics / BI
171,Scrum Master,Scrum Master,GBM Panamá,Computrabajo,2026-04-21,2000.0,2400.0,1,Gestión & Agile,Buscamos un Scrum Master dinámico para integrarse a nuestro equipo de tecnología. Trabajarás en el desarrollo y mantenimiento de sistemas críticos para GBM Panamá en Panamá.,"Excel,Jira,Scrum,Agile",1,0.8036662922095256,-0.3704113148892216,Data & Analytics / BI
172,Cloud Infrastructure Specialist,Cloud Infrastructure Specialist,GBM Panamá,Computrabajo,2025-12-20,2500.0,3400.0,1,DevOps & Cloud,Gran oportunidad laboral en Ciudad de Panamá. Importante empresa del sector (GBM Panamá) busca incorporar un Cloud Infrastructure Specialist con al menos 1 años de experiencia comprobada.,"Python,Git,Linux,Kubernetes,Azure",3,-0.16200829049007923,0.25204006695235354,Data & Analytics / BI
173,iOS App Developer,iOS App Developer,Tigo Panamá,LinkedIn,2026-05-25,2000.0,2400.0,1,Mobile,"En Tigo Panamá estamos expandiendo nuestro equipo técnico. Requerimos iOS App Developer con sólidos conocimientos en JavaScript, Swift, React Native, Kotlin, Git para liderar la transformación digital de la empresa.","JavaScript,Git,Kotlin,React Native,Swift",0,-0.2708812947273724,-0.3161861368704177,Frontend / UI Web
174,Scrum Master,Scrum Master,Banco General,LinkedIn,2026-06-08,2200.0,2800.0,3,Gestión & Agile,Gran oportunidad laboral en Ciudad de Panamá. Importante empresa del sector (Banco General) busca incorporar un Scrum Master con al menos 3 años de experiencia comprobada.,"Excel,Agile",1,0.5945152931454837,-0.1446990679873911,Data & Analytics / BI
175,Frontend Developer,Frontend Developer,Telered,LinkedIn,2026-04-26,1500.0,2300.0,2,Frontend,Gran oportunidad laboral en Ciudad de Panamá. Importante empresa del sector (Telered) busca incorporar un Frontend Developer con al menos 2 años de experiencia comprobada.,"Git,React,Vue,TypeScript,CSS,HTML",0,-0.24497022558346263,-0.3284319517449815,Frontend / UI Web
176,Administrador de Sistemas,Administrador de Sistemas,Cable & Wireless,LinkedIn,2026-04-19,1000.0,1300.0,2,Soporte & IT,Buscamos un Administrador de Sistemas dinámico para integrarse a nuestro equipo de tecnología. Trabajarás en el desarrollo y mantenimiento de sistemas críticos para Cable & Wireless en Panamá.,"Excel,Cisco,Virtualización,Redes",2,0.3006439305837621,0.43671302702444303,Backend / Java / Core Systems
177,Cloud Infrastructure Specialist,Cloud Infrastructure Specialist,Felipe Motta,Computrabajo,2026-04-16,2400.0,3000.0,2,DevOps & Cloud,Buscamos un Cloud Infrastructure Specialist dinámico para integrarse a nuestro equipo de tecnología. Trabajarás en el desarrollo y mantenimiento de sistemas críticos para Felipe Motta en Panamá.,"Python,Git,Kubernetes,AWS,Azure",3,-0.23512908690039377,0.14518871334234026,Data & Analytics / BI
178,Python Developer,Python Developer,Banistmo,Computrabajo,2026-05-05,1800.0,3300.0,1,Backend,Gran oportunidad laboral en Ciudad de Panamá. Importante empresa del sector (Banistmo) busca incorporar un Python Developer con al menos 1 años de experiencia comprobada.,"Python,SQL,Git,C#,Java",3,-0.20233717058744652,0.06227514653037412,Data & Analytics / BI
179,Analista de Datos,Analista de Datos,Supermercados Riba Smith,LinkedIn,2026-04-22,2200.0,3000.0,2,Data & Analytics,"En Supermercados Riba Smith estamos expandiendo nuestro equipo técnico. Requerimos Analista de Datos con sólidos conocimientos en SQL, Python, Tableau, R para liderar la transformación digital de la empresa.","Python,R,SQL,Tableau",3,-0.0827884366371408,0.1331441415149673,Data & Analytics / BI
180,IT Project Manager,IT Project Manager,APEDE,Konzerta,2026-05-29,2300.0,3400.0,2,Gestión & Agile,"En APEDE estamos expandiendo nuestro equipo técnico. Requerimos IT Project Manager con sólidos conocimientos en Excel, Agile, Jira, Scrum para liderar la transformación digital de la empresa.","Excel,Jira,Scrum,Agile",1,0.8036662922095256,-0.3704113148892216,Data & Analytics / BI
181,Java Engineer,Java Engineer,Banco General,Computrabajo,2026-05-12,1400.0,3200.0,1,Backend,"En Banco General estamos expandiendo nuestro equipo técnico. Requerimos Java Engineer con sólidos conocimientos en .NET, Git, Python para liderar la transformación digital de la empresa.","Python,.NET,Git",3,-0.20129834018743703,0.046299870254818506,Data & Analytics / BI
182,Administrador Cloud,Administrador Cloud,Panafoto,Konzerta,2026-06-05,2000.0,3100.0,3,DevOps & Cloud,"En Panafoto estamos expandiendo nuestro equipo técnico. Requerimos Administrador Cloud con sólidos conocimientos en Python, Docker, AWS, Kubernetes, Terraform, Azure para liderar la transformación digital de la empresa.","Python,Docker,Terraform,Kubernetes,AWS,Azure",3,-0.21378440615614794,0.22744012249711396,Data & Analytics / BI
183,Desarrollador Web Fullstack,Desarrollador Web Fullstack,Banco General,Computrabajo,2026-02-14,2100.0,3100.0,3,Fullstack,"En Banco General estamos expandiendo nuestro equipo técnico. Requerimos Desarrollador Web Fullstack con sólidos conocimientos en JavaScript, Python para liderar la transformación digital de la empresa.","Python,JavaScript",0,-0.2650240176990801,-0.09136742381942924,Frontend / UI Web
184,Soporte Técnico IT,Soporte Técnico IT,KPMG Panamá,Computrabajo,2026-03-24,1100.0,1600.0,1,Soporte & IT,"En KPMG Panamá estamos expandiendo nuestro equipo técnico. Requerimos Soporte Técnico IT con sólidos conocimientos en Redes, Excel, Windows Server para liderar la transformación digital de la empresa.","Excel,Windows Server,Redes",2,0.31606692639896095,0.46988304957836685,Backend / Java / Core Systems
185,DevOps Engineer,DevOps Engineer,EY Panamá,Computrabajo,2026-04-07,2700.0,4500.0,6,DevOps & Cloud,"En EY Panamá estamos expandiendo nuestro equipo técnico. Requerimos DevOps Engineer con sólidos conocimientos en Kubernetes, Python, AWS para liderar la transformación digital de la empresa.","Python,Kubernetes,AWS",3,-0.18212404510074925,0.19522540921047835,Data & Analytics / BI
186,Data Scientist,Data Scientist,Sonda Panamá,LinkedIn,2026-01-08,2100.0,3600.0,3,Data & Analytics,"En Sonda Panamá estamos expandiendo nuestro equipo técnico. Requerimos Data Scientist con sólidos conocimientos en Power BI, Python, Spark, Tableau, Excel para liderar la transformación digital de la empresa.","Excel,Python,Spark,Tableau,Power BI",3,0.10193779104316136,0.1311993862241828,Data & Analytics / BI
187,Java Engineer,Java Engineer,EY Panamá,Konzerta,2026-05-25,1600.0,2000.0,2,Backend,Buscamos un Java Engineer dinámico para integrarse a nuestro equipo de tecnología. Trabajarás en el desarrollo y mantenimiento de sistemas críticos para EY Panamá en Panamá.,"Spring Boot,C#",3,-0.04884974543030547,0.08606023707628216,Data & Analytics / BI
188,Product Owner,Product Owner,Copa Airlines,Computrabajo,2026-02-13,2000.0,3800.0,3,Gestión & Agile,Gran oportunidad laboral en Ciudad de Panamá. Importante empresa del sector (Copa Airlines) busca incorporar un Product Owner con al menos 3 años de experiencia comprobada.,"Scrum,Agile",1,0.5741533737232513,-0.34167531796325296,Data & Analytics / BI
189,iOS App Developer,iOS App Developer,Multibank,Konzerta,2026-02-26,1800.0,2900.0,3,Mobile,Buscamos un iOS App Developer dinámico para integrarse a nuestro equipo de tecnología. Trabajarás en el desarrollo y mantenimiento de sistemas críticos para Multibank en Panamá.,"Flutter,React Native",0,-0.17018283176745144,-0.23691908672160567,Frontend / UI Web
190,Soporte Técnico IT,Soporte Técnico IT,APEDE,LinkedIn,2026-01-28,1100.0,1600.0,3,Soporte & IT,Buscamos un Soporte Técnico IT dinámico para integrarse a nuestro equipo de tecnología. Trabajarás en el desarrollo y mantenimiento de sistemas críticos para APEDE en Panamá.,"Excel,Cisco,Virtualización,Linux,Redes",2,0.2825017976895229,0.5300638349336301,Backend / Java / Core Systems
191,Backend Developer,Backend Developer,Banistmo,Konzerta,2025-12-26,1600.0,2800.0,1,Backend,Gran oportunidad laboral en Ciudad de Panamá. Importante empresa del sector (Banistmo) busca incorporar un Backend Developer con al menos 1 años de experiencia comprobada.,"Spring Boot,SQL,Node.js",3,-0.13635069159145083,0.06726663886270998,Data & Analytics / BI
192,Python Developer,Python Developer,Panafoto,Konzerta,2026-01-03,1500.0,3400.0,1,Backend,"En Panafoto estamos expandiendo nuestro equipo técnico. Requerimos Python Developer con sólidos conocimientos en Python, Node.js, Docker para liderar la transformación digital de la empresa.","Python,Docker,Node.js",3,-0.2383008407732792,0.1282000654854028,Data & Analytics / BI
193,Desarrollador Web Fullstack,Desarrollador Web Fullstack,Multibank,Computrabajo,2026-05-27,2500.0,3300.0,3,Fullstack,Buscamos un Desarrollador Web Fullstack dinámico para integrarse a nuestro equipo de tecnología. Trabajarás en el desarrollo y mantenimiento de sistemas críticos para Multibank en Panamá.,"Docker,SQL,Node.js,React,AWS",3,-0.33299536082332126,-0.021113518175756324,Data & Analytics / BI
194,Analista de Datos,Analista de Datos,EY Panamá,LinkedIn,2026-03-31,2000.0,2800.0,3,Data & Analytics,Buscamos un Analista de Datos dinámico para integrarse a nuestro equipo de tecnología. Trabajarás en el desarrollo y mantenimiento de sistemas críticos para EY Panamá en Panamá.,"PostgreSQL,R",3,0.015476953217888547,0.10564384638931655,Data & Analytics / BI
195,iOS App Developer,iOS App Developer,Cable & Wireless,Konzerta,2026-05-15,1900.0,2800.0,3,Mobile,Gran oportunidad laboral en Ciudad de Panamá. Importante empresa del sector (Cable & Wireless) busca incorporar un iOS App Developer con al menos 3 años de experiencia comprobada.,"React Native,Swift",0,-0.14936063291460205,-0.20200796894243636,Frontend / UI Web
196,Frontend Developer,Frontend Developer,Sonda Panamá,Konzerta,2026-04-24,1400.0,1800.0,2,Frontend,"En Sonda Panamá estamos expandiendo nuestro equipo técnico. Requerimos Frontend Developer con sólidos conocimientos en Angular, React para liderar la transformación digital de la empresa.","React,Angular",0,-0.14718536269486662,-0.18922879517680932,Frontend / UI Web
197,Frontend Developer,Frontend Developer,GBM Panamá,Computrabajo,2026-03-19,1600.0,2800.0,2,Frontend,Gran oportunidad laboral en Ciudad de Panamá. Importante empresa del sector (GBM Panamá) busca incorporar un Frontend Developer con al menos 2 años de experiencia comprobada.,"JavaScript,React,Vue,CSS,HTML",0,-0.2498823271774665,-0.3669880372570494,Frontend / UI Web
198,Data Scientist,Data Scientist,Grupo El Machetazo,Computrabajo,2026-04-24,2400.0,3500.0,3,Data & Analytics,Gran oportunidad laboral en Ciudad de Panamá. Importante empresa del sector (Grupo El Machetazo) busca incorporar un Data Scientist con al menos 3 años de experiencia comprobada.,"Excel,Python,SQL",3,0.06670594523343658,0.13732263898127697,Data & Analytics / BI
199,Java Engineer,Java Engineer,Global Bank,Computrabajo,2026-03-29,2100.0,2500.0,3,Backend,Buscamos un Java Engineer dinámico para integrarse a nuestro equipo de tecnología. Trabajarás en el desarrollo y mantenimiento de sistemas críticos para Global Bank en Panamá.,"Spring Boot,SQL,.NET,Node.js,C#",3,-0.1340384705516665,0.08672825167460531,Data & Analytics / BI
200,UI Developer,UI Developer,Dell Technologies Panamá,LinkedIn,2026-04-05,1200.0,2700.0,1,Frontend,Gran oportunidad laboral en Ciudad de Panamá. Importante empresa del sector (Dell Technologies Panamá) busca incorporar un UI Developer con al menos 1 años de experiencia comprobada.,"JavaScript,Git,React,TypeScript",0,-0.3326295524064945,-0.36065380725201807,Frontend / UI Web
